Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
"106","'380","Italy","187","'01705","Peas, dry","5510","Production","2009","2009","tonnes","28655.000000","A"
"68","'250","France","495","'01324","Tangerines, mandarins, clementines","5510","Production","1972","1972","tonnes","12200.000000","A"
"106","'380","Italy","15","'0111","Wheat","5312","Area harvested","2012","2012","ha","1853637.000000","A"
"174","'620","Portugal","27","'0113","Rice","5419","Yield","1972","1972","hg/ha","37689.000000","E"
"174","'620","Portugal","260","'01450","Olives","5510","Production","2012","2012","tonnes","429922.000000","A"
"68","'250","France","977","'21115","Meat of sheep, fresh or chilled","5320","Producing Animals/Slaughtered","1966","1966","Head","5814000.000000","A"
"203","'724","Spain","882","'02211","Raw milk of cattle","5510","Production","2009","2009","tonnes","6251400.000000","A"
"203","'724","Spain","397","'01232","Cucumbers and gherkins","5419","Yield","2019","2019","hg/ha","996226.000000","E"
"174","'620","Portugal","191","'01703","Chick peas, dry","5510","Production","1986","1986","tonnes","3680.000000","A"
"79","'276","Germany","414","'01241.90","Other beans, green","5312","Area harvested","1979","1979","ha","9153.000000","A"
"79","'276","Germany","1025","'02954","Raw hides and skins of goats or kids","5420","Yield","1985","1985","hg/An","43.000000","I"
"174","'620","Portugal","1057","'02151","Chickens","5112","Stocks","1977","1977","1000 Head","17500.000000","A"
"106","'380","Italy","402","'01253.01","Onions and shallots, green","5312","Area harvested","2012","2012","ha",,"M"
"79","'276","Germany","1017","'21116","Meat of goat, fresh or chilled","5417","Yield/Carcass Weight","2005","2005","hg/An","180.000000","E"
"174","'620","Portugal","1717","'F1717","Cereals, Total","5419","Yield","2015","2015","hg/ha","46069.000000","E"
"68","'250","France","1080","'21124","Meat of turkeys, fresh or chilled","5424","Yield/Carcass Weight","1999","1999","0.1g/An","19686.000000","E"
"174","'620","Portugal","995","'02953","Raw hides and skins of sheep or lambs","5320","Producing Animals/Slaughtered","2002","2002","Head","1134836.000000","A"
"174","'620","Portugal","1183","'02960.01","Beeswax","5422","Yield","1966","1966","hg","27.000000","I"
"106","'380","Italy","1720","'F1720","Roots and Tubers, Total","5510","Production","1968","1968","tonnes","3993630.000000","E"
"106","'380","Italy","1732","'F1732","Oilcrops, Oil Equivalent","5510","Production","1983","1983","tonnes","1036169.720000","E"
"203","'724","Spain","507","'01321","Pomelos and grapefruits","5510","Production","2006","2006","tonnes","42467.000000","A"
"68","'250","France","1166","'21170.92","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","5510","Production","1982","1982","tonnes","260000.000000","A"
"203","'724","Spain","267","'01445","Sunflower seed","5419","Yield","1993","1993","hg/ha","6115.000000","E"
"203","'724","Spain","221","'01371","Almonds, in shell","5312","Area harvested","2010","2010","ha","546789.000000","A"
"68","'250","France","358","'01212","Cabbages","5419","Yield","2011","2011","hg/ha","290751.000000","E"
"106","'380","Italy","258","'21691.14","Oil of palm kernel","5510","Production","1999","1999","tonnes","0.000000","I"
"68","'250","France","868","'21151","Edible offal of cattle, fresh, chilled or frozen","5510","Production","1998","1998","tonnes","219692.000000","I"
"68","'250","France","1073","'21123","Meat of geese, fresh or chilled","5321","Producing Animals/Slaughtered","1968","1968","1000 Head","1980.000000","E"
"174","'620","Portugal","394","'01235","Pumpkins, squash and gourds","5312","Area harvested","2006","2006","ha","685.000000","I"
"68","'250","France","366","'01216","Artichokes","5510","Production","1981","1981","tonnes","101600.000000","A"
"203","'724","Spain","677","'01659","Hop cones","5510","Production","2003","2003","tonnes","1312.000000","A"
"68","'250","France","44","'0115","Barley","5419","Yield","1987","1987","hg/ha","53109.000000","E"
"106","'380","Italy","1735","'F1735","Vegetables Primary","5312","Area harvested","1985","1985","ha","591474.000000","E"
"203","'724","Spain","296","'01448","Poppy seed","5510","Production","2001","2001","tonnes","200.000000","E"
"203","'724","Spain","280","'01446","Safflower seed","5312","Area harvested","1963","1963","ha","45000.000000","E"
"79","'276","Germany","1717","'F1717","Cereals, Total","5510","Production","1994","1994","tonnes","36328713.000000","E"
"174","'620","Portugal","373","'01215","Spinach","5510","Production","1992","1992","tonnes","15000.000000","E"
"106","'380","Italy","406","'01252","Green garlic","5510","Production","1981","1981","tonnes","50100.000000","A"
"106","'380","Italy","530","'01344.01","Sour cherries","5312","Area harvested","1962","1962","ha",,"M"
"203","'724","Spain","116","'01510","Potatoes","5419","Yield","1972","1972","hg/ha","131521.000000","E"
"68","'250","France","995","'02953","Raw hides and skins of sheep or lambs","5510","Production","1963","1963","tonnes","11764.000000","A"
"106","'380","Italy","1735","'F1735","Vegetables Primary","5419","Yield","1982","1982","hg/ha","209530.000000","E"
"68","'250","France","891","'22230.01","Yoghurt","5510","Production","1962","1962","tonnes","240.000000","I"
"68","'250","France","523","'01342.02","Quinces","5510","Production","2000","2000","tonnes","2318.000000","A"
"79","'276","Germany","201","'01704","Lentils, dry","5312","Area harvested","1975","1975","ha","17.000000","T"
"68","'250","France","426","'01251","Carrots and turnips","5419","Yield","2001","2001","hg/ha","375180.000000","E"
"68","'250","France","211","'01709.90","Other pulses n.e.c.","5419","Yield","2012","2012","hg/ha","10500.000000","E"
"106","'380","Italy","619","'01359.90","Other fruits, n.e.c.","5510","Production","2009","2009","tonnes","66000.000000","E"
"106","'380","Italy","399","'01233","Eggplants (aubergines)","5312","Area harvested","2008","2008","ha","10862.000000","A"
"203","'724","Spain","1108","'21118.02","Meat of asses, fresh or chilled","5510","Production","1987","1987","tonnes","424.000000","A"
"174","'620","Portugal","568","'01229","Cantaloupes and other melons","5419","Yield","1980","1980","hg/ha","66667.000000","E"
"68","'250","France","260","'01450","Olives","5312","Area harvested","2020","2020","ha","17620.000000","A"
"203","'724","Spain","1107","'02132","Asses","5111","Stocks","2006","2006","Head","142000.000000","E"
"203","'724","Spain","328","'01921.01","Seed cotton, unginned","5312","Area harvested","2008","2008","ha","52639.000000","A"
"68","'250","France","1780","'F1780","Milk, Total","5318","Milk Animals","1992","1992","Head","6797857.000000","E"
"106","'380","Italy","976","'02122","Sheep","5111","Stocks","1985","1985","Head","11097900.000000","A"
"174","'620","Portugal","1163","'21170.02","Game meat, fresh, chilled or frozen","5510","Production","1985","1985","tonnes","4680.000000","A"
"79","'276","Germany","75","'0117","Oats","5312","Area harvested","2009","2009","ha","162593.000000","A"
"203","'724","Spain","1765","'F1765","Meat, Total","5510","Production","2015","2015","tonnes","6056663.000000","E"
"203","'724","Spain","181","'01702","Broad beans and horse beans, dry","5419","Yield","1965","1965","hg/ha","8689.000000","E"
"174","'620","Portugal","977","'21115","Meat of sheep, fresh or chilled","5510","Production","1979","1979","tonnes","18485.000000","A"
"203","'724","Spain","1780","'F1780","Milk, Total","5510","Production","1965","1965","tonnes","4048118.000000","E"
"203","'724","Spain","403","'01253.02","Onions and shallots, dry (excluding dehydrated)","5419","Yield","1975","1975","hg/ha","251779.000000","E"
"68","'250","France","261","'2167","Olive oil","5510","Production","1985","1985","tonnes","1000.000000","A"
"68","'250","France","116","'01510","Potatoes","5419","Yield","1983","1983","hg/ha","260500.000000","E"
"106","'380","Italy","388","'01234","Tomatoes","5312","Area harvested","2014","2014","ha","103171.000000","A"
"68","'250","France","894","'22221.01","Whole milk, evaporated","5510","Production","2003","2003","tonnes","28681.000000","A"
"79","'276","Germany","187","'01705","Peas, dry","5312","Area harvested","1969","1969","ha","24917.000000","T"
"79","'276","Germany","27","'0113","Rice","5510","Production","2018","2018","tonnes","0.000000","A"
"203","'724","Spain","711","'01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","5510","Production","1981","1981","tonnes","1248.000000","A"
"79","'276","Germany","1749","'F1749","Sheep and Goats","5111","Stocks","1988","1988","Head","4136921.000000","E"
"203","'724","Spain","373","'01215","Spinach","5419","Yield","2011","2011","hg/ha","193504.000000","E"
"174","'620","Portugal","1732","'F1732","Oilcrops, Oil Equivalent","5510","Production","2013","2013","tonnes","155025.680000","E"
"203","'724","Spain","79","'0118","Millet","5419","Yield","1969","1969","hg/ha","28716.000000","E"
"174","'620","Portugal","1717","'F1717","Cereals, Total","5419","Yield","1978","1978","hg/ha","8908.000000","E"
"203","'724","Spain","656","'01610","Coffee, green","5510","Production","2015","2015","tonnes",,"M"
"106","'380","Italy","541","'01349.20","Other stone fruits","5312","Area harvested","1986","1986","ha","1000.000000","E"
"203","'724","Spain","44","'0115","Barley","5510","Production","1970","1970","tonnes","3103200.000000","A"
"106","'380","Italy","547","'01353.01","Raspberries","5419","Yield","1985","1985","hg/ha","68105.000000","I"
"68","'250","France","890","'22130.03","Whey, condensed","5510","Production","1989","1989","tonnes","1200.000000","I"
"79","'276","Germany","1729","'F1729","Treenuts, Total","5419","Yield","2014","2014","hg/ha","32344.000000","E"
"68","'250","France","60","'21691.02","Oil of maize","5510","Production","1974","1974","tonnes","25000.000000","A"
"203","'724","Spain","919","'02951.01","Raw hides and skins of cattle","5320","Producing Animals/Slaughtered","1987","1987","Head","1984000.000000","A"
"79","'276","Germany","270","'01443","Rape or colza seed","5419","Yield","1995","1995","hg/ha","31865.000000","E"
"79","'276","Germany","56","'0112","Maize (corn)","5510","Production","2016","2016","tonnes","4017800.000000","A"
"106","'380","Italy","296","'01448","Poppy seed","5510","Production","2014","2014","tonnes",,"M"
"174","'620","Portugal","417","'01242","Peas, green","5419","Yield","2015","2015","hg/ha","164877.000000","E"
"203","'724","Spain","75","'0117","Oats","5510","Production","1981","1981","tonnes","444900.000000","A"
"203","'724","Spain","1717","'F1717","Cereals, Total","5419","Yield","2015","2015","hg/ha","32431.000000","E"
"174","'620","Portugal","417","'01242","Peas, green","5312","Area harvested","2003","2003","ha","1053.000000","I"
"203","'724","Spain","568","'01229","Cantaloupes and other melons","5510","Production","2011","2011","tonnes","871996.000000","A"
"79","'276","Germany","339","'01449.90","Other oil seeds, n.e.c.","5510","Production","1997","1997","tonnes",,"M"
"106","'380","Italy","486","'01312","Bananas","5510","Production","1968","1968","tonnes","900.000000","A"
"68","'250","France","777","'01929.02","True hemp, raw or retted","5510","Production","1982","1982","tonnes","4700.000000","E"
"68","'250","France","891","'22230.01","Yoghurt","5510","Production","1964","1964","tonnes","400.000000","I"
"106","'380","Italy","531","'01344.02","Cherries","5312","Area harvested","1985","1985","ha","23126.000000","A"
"79","'276","Germany","526","'01343","Apricots","5419","Yield","1997","1997","hg/ha","10000.000000","E"
"68","'250","France","56","'0112","Maize (corn)","5510","Production","2013","2013","tonnes","15041226.000000","A"
"68","'250","France","1738","'F1738","Fruit Primary","5510","Production","1973","1973","tonnes","17626295.000000","E"
"203","'724","Spain","401","'01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","5312","Area harvested","2001","2001","ha","22786.000000","A"
"79","'276","Germany","1036","'21153","Edible offal of pigs, fresh, chilled or frozen","5320","Producing Animals/Slaughtered","1996","1996","Head","39549980.000000","A"
"79","'276","Germany","560","'01330","Grapes","5510","Production","1994","1994","tonnes","1520000.000000","T"
"174","'620","Portugal","162","'2351f","Raw cane or beet sugar (centrifugal only)","5510","Production","1995","1995","tonnes","5516.000000","T"
"68","'250","France","572","'01311","Avocados","5419","Yield","2009","2009","hg/ha","108157.000000","E"
"79","'276","Germany","777","'01929.02","True hemp, raw or retted","5510","Production","1969","1969","tonnes","890.000000","A"
"203","'724","Spain","507","'01321","Pomelos and grapefruits","5312","Area harvested","1999","1999","ha","867.000000","A"
"68","'250","France","554","'01355.02","Cranberries","5312","Area harvested","2011","2011","ha",,"M"
"203","'724","Spain","1745","'F1745","Cheese (All Kinds)","5510","Production","2009","2009","tonnes","215400.000000","E"
"203","'724","Spain","83","'0114","Sorghum","5510","Production","1982","1982","tonnes","114500.000000","A"
"79","'276","Germany","71","'0116","Rye","5510","Production","1963","1963","tonnes","4913880.000000","A"
"203","'724","Spain","242","'0142","Groundnuts, excluding shelled","5419","Yield","1974","1974","hg/ha","24333.000000","E"
"203","'724","Spain","577","'01314","Dates","5510","Production","2012","2012","tonnes","3972.000000","A"
"174","'620","Portugal","1080","'21124","Meat of turkeys, fresh or chilled","5321","Producing Animals/Slaughtered","1982","1982","1000 Head","4500.000000","T"
"203","'724","Spain","402","'01253.01","Onions and shallots, green","5510","Production","1988","1988","tonnes","31040.000000","A"
"203","'724","Spain","1097","'21118.01","Horse meat, fresh or chilled","5510","Production","1983","1983","tonnes","4933.000000","A"
"68","'250","France","296","'01448","Poppy seed","5419","Yield","2003","2003","hg/ha","6084.000000","E"
